team,season,avg_age_rank,avg_height_rank,avg_weight_rank,fg_rank,fga_rank,fg_pct_rank,3p_rank,3pa_rank,3p_pct_rank,2p_rank,2pa_rank,2p_pct_rank,ft_rank,fta_rank,ft_pct_rank,orb_rank,drb_rank,trb_rank,ast_rank,stl_rank,blk_rank,tov_rank,pf_rank,pts_rank
WAS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WAS,2003-04,27,18,10,22,15,26,11,12,19,22,17,27,7,3,27,4,23,10,29,5,13,29,10,18
WAS,2002-03,7,14,11,25,26,18,26,26,27,11,10,20,7,10,4,23,21,27,24,19,20,4,3,24
WAS,2001-02,15,26,15,14,15,17,26,28,1,8,2,26,17,21,8,11,23,18,22,24,26,3,16,21
WAS,2000-01,19,20,9,22,22,16,27,27,27,13,10,17,2,5,12,10,26,22,22,18,23,29,22,18
WAS,1999-00,14,16,6,14,18,14,22,23,4,9,7,21,15,13,20,9,21,18,20,22,19,21,27,19
WAS,1998-99,8,19,12,6,11,11,22,22,23,4,7,10,26,23,22,20,22,24,13,21,28,6,22,17
WAS,1997-98,16,13,11,4,6,14,16,15,18,2,5,17,20,13,26,8,14,9,9,12,18,3,14,8
WAS,1996-97,25,1,2,2,8,2,28,27,26,1,2,3,24,22,28,17,6,9,7,8,13,14,15,10
WAS,1995-96,29,3,1,4,13,2,14,18,1,5,10,5,21,19,21,25,17,22,19,23,5,17,21,10
WAS,1994-95,26,2,2,12,5,18,16,14,21,11,6,17,25,24,21,18,23,22,24,19,13,14,15,16
WAS,1993-94,23,13,6,15,16,12,22,17,25,14,15,11,13,15,7,20,25,27,24,17,25,22,9,18
WAS,1992-93,20,23,26,17,16,16,21,20,23,10,9,18,21,22,17,22,19,25,9,15,21,14,8,23
WAS,1991-92,21,26,27,15,8,20,19,17,26,11,7,19,21,25,7,24,21,23,16,14,15,11,15,18
WAS,1990-91,15,20,26,12,8,18,27,27,27,6,2,18,27,25,25,12,15,12,12,25,8,18,15,23
WAS,1989-90,10,17,16,2,2,17,27,27,27,1,1,19,23,24,11,8,11,8,4,23,12,3,15,13
WAS,1988-89,16,19,14,10,5,21,25,24,25,6,2,22,14,16,12,8,18,13,15,18,23,5,20,14
WAS,1987-88,14,22,22,19,12,19,23,23,23,13,6,22,7,7,9,7,19,14,22,13,5,13,10,18
WAS,1986-87,20,17,17,19,7,22,22,22,23,15,2,23,13,12,13,3,21,13,23,6,1,8,3,19
WAS,1985-86,7,3,17,22,16,22,6,3,9,22,23,22,21,20,17,20,11,17,23,20,1,4,3,22
WAS,1984-85,7,15,6,12,6,18,4,2,12,13,13,15,23,23,20,23,10,21,16,10,16,2,4,21
WAS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WAS,1983-84,13,12,1,21,20,17,5,3,11,22,23,16,20,20,11,22,10,17,10,23,23,10,5,21
WAS,1982-83,13,11,1,21,21,21,3,5,2,22,22,21,20,19,22,19,13,20,16,13,17,16,2,22
WAS,1981-82,15,8,1,19,16,19,5,5,14,19,17,18,18,23,3,22,1,10,16,17,15,7,9,20
WAS,1980-81,1,22,1,13,4,19,3,3,7,12,6,19,22,22,20,16,3,7,8,18,14,3,1,18
WAS,1979-80,1,16,1,11,2,22,7,9,7,10,2,22,21,20,14,5,1,1,7,22,10,2,5,18
WAS,1978-79,1,21,1,5,1,11,,,,5,1,11,11,5,16,4,1,1,8,21,13,2,1,3
WAS,1977-78,3,20,1,8,6,15,,,,8,6,15,4,3,22,3,3,2,16,18,15,7,3,7
WAS,1976-77,3,20,1,12,14,11,,,,12,14,11,16,11,21,16,3,8,15,18,11,11,4,13
WAS,1975-76,3,17,2,14,18,3,,,,14,18,3,14,9,17,17,5,8,11,12,2,14,2,13
WAS,1974-75,6,18,3,3,4,8,,,,3,4,8,14,15,12,10,5,7,7,2,3,9,7,5
WAS,1973-74,11,16,11,11,4,15,,,,11,4,15,14,14,17,5,4,4,16,11,5,3,1,14
WAS,1972-73,9,17,7,8,9,5,,,,8,9,5,16,15,13,,,5,10,,,5,2,12
WAS,1971-72,8,12,11,9,10,12,,,,9,10,12,13,14,5,,,9,14,,,6,4,14
WAS,1970-71,5,13,7,6,5,11,,,,6,5,11,12,13,6,,,4,16,,,4,8,11
WAS,1969-70,9,9,4,1,2,9,,,,1,2,9,8,10,2,,,3,11,,,,2,2
WAS,1968-69,10,7,8,1,2,7,,,,1,2,7,9,10,4,,,3,13,,,,3,2
WAS,1967-68,6,3,8,5,4,9,,,,5,4,9,4,8,2,,,5,11,,,,4,5
WAS,1966-67,2,7,8,5,2,8,,,,5,2,8,9,9,6,,,6,9,,,,6,7
WAS,1965-66,2,7,7,3,4,5,,,,3,4,5,2,1,7,,,5,4,,,,8,2
WAS,1964-65,6,2,6,4,7,2,,,,4,7,2,2,1,6,,,5,5,,,,8,2
WAS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WAS,1963-64,9,2,8,4,5,4,,,,4,5,4,5,1,7,,,3,9,,,,3,5
WAS,1962-63,8,2,7,8,9,2,,,,8,9,2,5,2,8,,,7,5,,,,3,8
WAS,1961-62,8,1,3,9,7,9,,,,9,7,9,8,6,9,,,8,6,,,,2,9
